lyrics,label,language

So no te engañes
Que es imposible que no me extrañe'
Lo nuestro es de años, no hay forma de que se dañe
Con él, ni suda', no hace falta ni que tú te bañe'

Después de lo' polvo' conmigo, las sábanas, hay que botarlas
Toalla pa' la nena, pa' secarla
No quiero a otra, tú eres la que sabe sacarla
Hoy, vine pa' rescatarla

(So nasty)

Yo sé que, al final
A mí no me olvidas tan siquiera un poco
Al final, baby, tú extrañas cómo yo te toco
Recuerda, de tu cuerpo sé yo, mami
Cada rincón por dentro y por fuera
Dile que volví por ti, yeah

¿Cómo carajo ese palomo va a compararse conmigo?
Ni te conoce, mientras yo soy tu delirio
Tengo la fecha escrita en el calendario
Si yo volví a Aventura, tú regresas a mi lado, baby

Que cuente las horas
Es su destino, tú y yo tenemo' historia
Para que él vea que el dinero no lo es todo
Te enamoré con mi lujuria, yo controlo

(Tú) sabes que ese tipo es temporal
Anda, arranca y dile
(Tú) despide de una vez a ese cabró—

Ey, porque volví por ti
Pa' hacértelo bien rico como te gusta a ti
Ponte en cuatro y te la saco como lo hace Tatís
Te montaste en la Jeepeta y no tenía' panti

Porque volví, mami, por ti
Lo haces con él, pero pensando en mí
Inconforme con ese infeliz
Hey, you end up with me

Yo sé que, al final
A mí no me olvida' tan siquiera un poco
Al final, baby, tú te mojas cuando yo te toco
Recuerda, de tu cuerpo sé yo, mami (ey, ey)
Cada rincón por dentro y por fuera (ey, ey, ey, ey)
Dile que volví por ti

Bad Bunny, baby, bebé
Bad Bunny, baby, bebé

Te toca a ti, Romeo
Dile
Aventura

Tú ere' mía, bebé
Tú ere' mía, bebé
Vamo' a hacerlo otra ve'
Vamo' a hacerlo otra ve'

Tú ere' mía, bebé
Tú ere' mía, bebé
Vamo' a hacerlo otra ve'
Jaja, ey",Bachata,es
"A los dos nos hizo daño
Y no veo le remordió
Pues la secuela de su engaño
La hace sentirse superior

Hasta quedamos enemigos en discordia por su amor
Caímos feos en sus garras
No sabemos quién fue más idiota
Entre tú y yo

Los últimos tontos, una canción
Donde la mandamo’ al infierno
Y murió
Ojalá que sufra así en carne viva por todos sus delitos

Los últimos que vimos su interior
Por dentro es maligna, negro el corazón
Ella posee la destreza de amarrarte
Vestida de angelito

Propongo una tregua
No quiero ser tú rival
Por esa maldita que nos ha pagado mal
Tarde pero ya ha de saber
Que no vale la pena
Tráiganos tequila, whiskey, y un litro de ron
Hoy se hace una orgía de bachatas y licor
Estos reyes no quieren dolor de una supuesta reina

Mira
Llegaron los que sí saben
Es tu rey supremo
The king

Los últimos tontos, una canción
Donde la mandamo’ al infierno
Y murió
Ojalá que sufra así en carne viva por todos sus delitos

Los últimos que vimos su interior
Por dentro es maligna, negro el corazón
Ella posee la destreza de amarrarte
Vestida de angelito

Propongo una tregua
No quiero ser tú rival
Por esa maldita que nos ha pagado mal
Tarde pero ya ha de saber
Que no vale la pena
Tráiganos tequila, whiskey, y un litro de ron
Hoy se hace una orgía de bachatas y licor
Estos reyes no quieren dolor de una supuesta reina

Bravo, bravo

Compartimos las penas, la desgracia y condena
De ser los finalistas que engaño la morena

De rodilla embriagado con un rosario en las manos
Le pido a Dios que la castigue
Que no se apiade de ella, de ella
(Que se queme el infierno del abismo) de ella sí
(Por inconsciente y traicioneira) de ella
(Con los hombres no se juega)

Ojalá se la lleve el diablo y nos vamos a gozar
Ojalá se la lleve el diablo y nos vamos a gozar
Porque tú jugaste bien conmigo, esa buena desgracia
Que se quede en el infierno
Nos vamos a celebrar

Ay, qué fiesta
Hija 'e tu maldita madre",Bachata,es
"Me dio una sirimba un domingo en la mañana, cuando menos lo pensaba
Caí redondo, como una guanábana, sobre la alcantarilla
¿Será la presión o me ha subido la bilirrubina?
Y me entró una calentura y me fui poniendo blanco, como bola 'e naftalina

Me llevaron a un hospital de gente, supuestamente
En la emergencia, el recepcionista escuchaba la lotería (¡treinta mil pesos!)
Alguien se apiade de mí, grité, perdiendo el sentido
Y una enfermera se acercó a mi oreja y me dijo
Tranquilo, Bobby, tranquilo

Me acarició con sus manos de Bengay y me dijo: ¿Qué le pasa, atleta?
Y le conté con lujo de detalles lo que me había sucedido
Hay que chequearte la presión, pero la sala está ocupada
Y, mi querido, en este hospital no hay luz para un electrocardiograma

Abrí los ojos como luna llena y me agarré la cabeza, je
Porque es muy duro pasar el Niágara en bicicleta

No me digan que los médicos se fueron (oh-oh-oh)
No me digan que no tienen anestesia (oh-oh-oh)
No me digan que el alcohol se lo bebieron (oh-oh-oh)
Y que el hilo de coser fue bordado en un mantel
No me digan que las pinzas se perdieron (oh-oh-oh)
Que el estetoscopio está de fiesta (oh-oh-oh)
Que los rayos X se fundieron (oh-oh-oh)
Y que el suero ya se usó para endulzar el café
Yeh-eh-eh-eh, eh-eh-eh

Me apoyé de sus hombros, como un cojo a su muleta
Y le dije: ¿qué hago, princesa?
Y en un papel de receta me escribió muy dulcemente (princesa)
Lo siento, atleta (¿qué va a ser de mí?)
Me acarició con sus manos de Bengay (princesa)
Y siguió su destino (¿qué va a ser de mí?)

Y oí claramente cuando dijo a otro paciente (mi princesa)
Tranquilo, Bobby, (tranquilo) (¿qué va a ser de mí?)
Bajé los ojos a media asta (princesa) y me agarré la cabeza (¿qué va a ser de mí?)
Porque es muy duro (princesa) pasar el Niágara en bicicleta (¿qué va a ser de mí?)

No me digan que los médicos se fueron (oh-oh-oh)
No me digan que no tienen anestesia (oh-oh-oh)
No me digan que el alcohol se lo bebieron (oh-oh-oh)
Y que el hilo de coser fue bordado en un mantel
No me digan que las pinzas se perdieron (oh-oh-oh)
Que el estetoscopio está de fiesta (oh-oh-oh)
Que los rayos X se fundieron (oh-oh-oh)
Y que el suero ya se usó para endulzar el café
Yeh-eh-eh-eh, eh-eh-yeh

El Niágara en bicicleta, eh-eh-eh

En bicicleta, oh, no

No me digan que alguien va cayendo de tanto dolor
No me digan que alguien va cayendo
No me digan que las aspirinas cambian de color
No me digan que las aspirinas
No me digan que me van pariendo, que le falta amor
No me digan que alguien va pariendo
No me digan que me está latiendo, oh, no, oh, no

No me digan que alguien va cayendo de tanto dolor
No me digan que alguien va cayendo
No me digan que las aspirinas cambian de color
No me digan que las aspirinas
No me digan que me van pariendo, que le falta amor
No me digan que alguien va pariendo
No me digan que me está latiendo, oh, no, oh, no

No me digan que alguien va cayendo de tanto dolor
No me digan que las aspirinas cambian de color
No me digan que me van pariendo, que le falta amor, oh-oh
No me digan que me está latiendo, oh, no
No me digan que alguien va cayendo-",Bachata,es
"En mi interior
Estaba yo
Solo y (ah)
Sin por qué

Me dieron su amor
Pero yo no (ah)
Vi en mí
Algo que sí
Merecía sentir

En dos vidas
Me suelo encontrar
Mas mi lugar nunca encontré

Un problema y tal
Me solían llamar
Y ahora en escena me ven
Como alguien

Puedes verme
Tan brillante
Para eso nací

Soñando en grande
Nunca es tarde
Creo en mí

Y subirás, más, más
Verás tu nombre
Unidos los corazones
Dorados nuestros colores
Oh, oh, oh
Más, más con nuestras voces
No importarán los errores
Si somos los campeones
Oh, oh, oh
Puedes verme
Tan brillante
Para eso nací
Oh, vencerás
Aquí podrás
Porque yo creo en ti

Y por fin rompí los muros
Despertar y sentirme así
Dejé el mal en el pasado
Y ahora vivo así
Como siempre debí

No voy a huir
Brillaré al fin
Para eso nací

Mi fe es grande
Es tan fuerte
Lo que creo en mí

Y subirás, más, más
Verás tu nombre
Unidos los corazones
Dorados nuestros colores
Oh, oh, oh
Más, más con nuestras voces
No importarán los errores
Si somos los campeones
Oh, oh, oh
Puedes verme
Tan brillante
Para eso nací
Oh, vencerás
Aquí podrás
Porque yo creo en ti

Sabes que
De oro va a ser tu nombre
Dorados vamos a ser
De oro va a ser tu nombre
Dorados vamos a ser

Oh, vencerás
Aquí podrás
Porque yo creo en ti",Flamenco,es
"¿Cómo estás?
Dime qué tal te va con ella
Dime cómo estás
Yo estoy aquí cariño mío
Y aún lo paso mal
Echo de menos tu calor
Y nunca te podré olvidar
Hoy salí
Para intentar no recordarte
Y no lo conseguí
Me cuesta tanto acostumbrarme
A seguir sin ti
Te quiero tanto corazón
Eres mi única ilusión

¿Pero por qué mi amor?
¿Es porque tiene la belleza que no tengo yo?
¿O es que te gustan sus caricias y las mías no?
¿Qué tiene que no tenga yo?
No puedo ser feliz
Si no te tengo vida mía para mí es el fin
Ella jamás podrá quererte como yo a ti
¿Qué tiene que no tenga yo?

Nada más
Sólo me queda tu fotografía
Y nada más
Daría todo por tenerte
Y escuchar tu voz
Vuelve conmigo por favor
Te necesito corazón

¿Es verdad?
Que vas con ella de la mano
Dime si es verdad
Que la acaricias con ternura
Y que le das tu amor
Que mala suerte tuve yo
¡Qué mala suerte tuve yo!

¿Pero por qué mi amor?
¿Es porque tiene la belleza que no tengo yo?
O es que te gustan sus caricias y las mías no
¿Qué tiene que no tenga yo?
No puedo ser feliz
Si no te tengo vida mía para mí es el fin
Ella jamás podrá quererte como yo a ti
¿Qué tiene que no tenga yo?

¿Pero por qué mi amor?
¿Es porque tiene la belleza que no tengo yo?
¿O es que te gustan sus caricias y las mías no?
¿Qué tiene que no tenga yo?
No puedo ser feliz
Si no te tengo vida mía para mí es el fin
Ella jamás podrá quererte como yo a ti
¿Qué tiene que no tenga yo?",Flamenco,es
"(Dies Irae Illa)
(Vos Solve in Favilla)
(Maledictus Erus)
(In Flamas Eternum)
(Dies Irae Illa)
(Vos Solve in Favilla)
(Maledictus Erus)
(In Flamas Eternum)

Seré tu amo
Te tengo a mis pies
Siempre a mi merced
Sueno en tu cabeza una y otra vez

Si sientes dolor
Escucha mi voz
Puedo ser tu santuario
Y cuando todo arda, yo

Seré el único, el cual te amó
Más que al oro, más que a Dios
Ahora dame tu alma y tu corazón
Tus pecados yo los amaré

Sentirás mi voz debajo de tu piel
Solo escucha, estoy predicando
¡Sube este micrófono más alto!
Dame tu deseo, puedo ser la estrella en tu cielo

No puedes quitar tu mirada de mí
¿Sabes quién te salvará? ¡Yo!
No puedes cambiarlo, tu ídolo soy, tu ser amado
Tu ídolo me ves y no paras de gritarlo

Gracias al dolor yo podré viralizarlo
Oh, yeh, soy como una fiebre
Serás mi creyente
Yo soy la razón de tus pecados

Guárdalo dentro, mantenlo en ti
Esa vergüenza no ha de salir
Conectados y obsesionados
Te daré lo que has deseado

Todos tus pecados, yo los amaré
Sentirás mi voz debajo de tu piel
Solo escucha, estoy predicando
¡Sube este micrófono más alto!

Dame tu deseo
Puedo ser la estrella en tu cielo
No puedes quitar tu mirada de mí
¿Sabes quién te salvará? ¡Yo!

No puedes cambiarlo
Tu ídolo soy, tu ser amado
Vivo en tu mente, mía para siempre
Te haré libre al fin, ¡cuando seas parte de mí!

Solo escucha, estoy predicando
(¡Ya!)
¡Sube este micrófono más alto!
¡Dame tu deseo!

¡A tu mundo prendo fuego!
No puedes quitar tu mirada de mí
Y nadie te salvará, ¡no!
Este es mi reclamo: Tú, de rodillas, y yo
¡Tu amo!",Flamenco,es
"¿De quién es esta casita
Con ventanas y balcone'?
¿Será de mi tío, el Joaquín
El mejor de los mejore'?

Y si no está aquí, por casuali'á
Su pa're, el talega, nos convi'ará

Entre zambombas, palillos y pandero'
Alegría, que ha nací'o Dio'
En un mundo de gitanos bueno'
Que le cantarán (¡anda!), que le bailarán
Entre zambombas, palillos y pandero'

La virgen va caminando
Va caminando solita
Y no lleva más compañía
Que el niño de la manita

Y si no está aquí, por casualiá
Su señora ma're nos convi'ará

Entre zambombas, palillos y pandero'
Alegría, que ha nací'o Dio'
En un mundo de gitanos bueno'
Que le cantarán (¡olé!), que le bailarán
Entre zambombas, palillos y pandero'

Hasta aquí hemos vení'o (¡olé!)
400 en pandilla
Si quieres que te cantemo'
Saca cuatrocienta silla' (¡ya!)

Y si no está aquí, por casuali'á
Joaquín, el talega, nos convi'ará

Entre zambombas, palillos y pandero'
Alegría, que ha nací'o Dio' (¡olé!)
En un mundo de gitanos bueno'
Que le cantarán, que le bailarán
Entre zambombas, palillos y pandero'

La Virgen hizo un potaje (¡qué bueno! ¡Qué bueno!)
Y se lo olvi'ó el tomate
Y San José le decía
Si lo pruebo, que me mate

Y si no está aquí, por casuali'á
Joaquín, el talega, nos convi'ará

Entre zambombas, palillos y pandero'
Alegría, que ha nací'o Dio'
En un mundo de gitanos bueno'
Que le cantarán, que le bailarán
Entre zambombas, palillos y pandero'

Entre zambombas, palillos y pandero'
Alegría, que ha nací'o Dio'
En un mundo de gitanos bueno'
Que le cantarán, que le bailarán
Entre zambombas, palillos y pandero'",Flamenco,es
"Rosa María

Flores silvestres del campo
De agua de laguna clara
Asi tengo comparao
A los colores de tu cara

Rosa María, Rosa María
Si tu me quisieras que feliz seria

Tengo celos de las flores
Del espejo en que te miras
Del peine con que te peinas
Y del aire que respiras

Rosa Maria, Rosa María
Si tu me quisieras que feliz seria

Tiene alegria y belleza
Y finura en el andar
Y hasta tu risa es bonita
Y distinta a las demás

Rosa Maria, Rosa María
Si tu me quisieras que feliz seria",Flamenco,es
"Un, dos
Un, dos, tres (ah, eh, toma)

Me-me ma—, me maten
Me-me ma— (ole), me maten
Me-me ma— (ole), me maten
Me-me ma—, me maten (vámonos)

Me-me ma—, me maten
Me-me ma—, me maten
Me-me ma—, me maten
Me-me ma—

Las cosas que mi gente quiere
Son las cosas que siempre hе querido (ole, agua)
Una copita pa' brindar y otras dos pa' los dos que viеnen contigo
Los que no me subían a internet vacilando de amigo
Ahora que nos ponen la alfombrita roja vienen conmigo

Me maten si no pueden entrar
Me muera, no les puedo fallar
Yo sin esta gente, ¿pa' qué cojones quiero pasar?

Me maten si no pueden entrar
Me muera, no les puedo fallar
Yo sin esta gente, ¿pa' qué cojones quiero pasar? (vamo', agua, vámonos, vámonos)

Me-me ma—, me maten
Me-me ma—, me maten
Me-me ma— (antonio), me maten
Me-me ma— (ay, me maten), me maten (pasa)
Me-me ma—, me maten
Me-me ma— (ay, me maten), me maten
Me-me ma— (vámonos), me maten
Me-me ma—

En la vida nos pensamos (ole, ole, hermanito), que la gloria es el dinero (antonio)
Pero, pero nos equivocamos (ole), nuestra gente es lo primero (lo primero)
Y el pibe de la puerta dice que somos muchos
Hemos venido como seis carmona y seis más con pucho (¿cómo?)
Y el pibe de la puerta dice que somos muchos
Hemos venido como seis carmona y seis más con pucho (vámonos)

Me maten si no pueden entrar
Me muera, no les puedo fallar
Yo sin esta gente, ¿pa' qué cojones quiero pasar?

Me maten si no pueden entrar ('cha)
Me muera, no les puedo fallar
Yo sin esta gente, ¿pa' qué cojones quiero pasar? (vámonos, vámonos, vámonos, toma ya)

Me-me ma— (ah), me maten
Me-me ma—, me maten
Me-me ma— (ole, ay, me maten), me maten
Me-me ma— (ay, me maten), me maten
Me-me ma—, me maten
Me-me ma— (ay, me maten), me maten
Me-me ma—, me maten
Me-me ma—

Me ma—, me ma— (cómo), me maten
Me ma—, me ma— (ah), me maten
Me ma—, me ma— (chi), me maten
Me ma—, me ma— (vamo', víctor), me maten
Me ma—, me ma—, me maten
Me ma—, me ma— (ay, me maten), me maten
Me ma—, me ma—, me maten
Me ma—, me ma—, me maten

Ole
Eso es (agua)
Ole, qué bonito
Jajaja
Maestro",Flamenco,es
"Que si tu boca y mi boca se entregan en la batalla
Prometo nunca rendirme si dejas que no me vaya
Que si tus manos se vuelven la celda de un prisionero
Pues cuando lleguen por mí al entregarme, seré el primero

Solo con un beso me salvaste la vida
Y hoy existe amor donde antes hubo una herida
Y con ese beso me obligaste a quedarme

Solo en tu boca
Es donde encuentro sentido y razones a esta vida loca
Porque el amor solo sabe buscarme cuando tú me tocas
Y demostrar que contigo el destino ya no se equivoca
No se equivoca, solo en tu boca

Yeah, eh
Solo en tu boca
No, oh

Y si mi boca captura tu boca estando indefensa
Negociaré con tus ojos el precio y la recompensa
En esta historia tú tienes las armas para ganarme
Y son tus labios la excusa perfecta para entregarme

Y solo con un beso me salvaste la vida
Y hoy existe amor donde antes hubo una herida
Y con ese beso me obligaste a quedarme

Solo en tu boca
Es donde encuentro sentido y razones a esta vida loca
Porque el amor solo sabe buscarme cuando tú me tocas
Y demostrar que contigo el destino ya no se equivoca
Solo en tu boca

Solo en tu boca
Y si esa guerra me pide la vida, yo a ti te la entrego
Será una guerra con balas de amor y caricias de fuego
Demostraré que contigo el destino ya no se equivoca
No se equivoca, solo en tu boca

Yeah, eh
Solo en tu boca
Solo en tu boca",Flamenco,es
"El sueño va sobre el tiempo
Flotando como un velero
Flotando como un velero

Nadie puede abrir semillas
En el corazón del sueño
En el corazón del sueño

El tiempo va sobre el sueño
Hundido hasta los cabellos
Hundido hasta los cabellos

Ayer y mañana comen
Oscura flores de duelo
Oscura flores de duelo

El sueño va sobre el tiempo
Flotando como un velero
Flotando como un velero

Nadie puede abrir semillas
En el corazón del sueño
En el corazón del sueño

Sobre la misma columna
Abrazados, sueño y tiempo
Abrazados, sueño y tiempo

Cruza el genio del niño
La lengua rota del viejo
La lengua rota del viejo

El sueño va sobre el tiempo
Flotando como un velero
Flotando como un velero

Nadie puede abrir semillas
En el corazón del sueño
En el corazón del sueño

Y si el sueño finge muros
En la llanura del tiempo
En la llanura del tiempo

El tiempo le hace creer
Que nace en aquel momento
Que nace en aquel momento

El sueño va sobre el tiempo
Flotando como un velero
Flotando como un velero

Nadie puede abrir semillas
En el corazón del sueño
En el corazón del sueño",Flamenco,es
"Desfilaba en Milán
Con 21, campañas de Prada y ahora duerme aquí
La miro pensando cuanto faltará para que empiece a odiar
La forma que tengo de amarla tan mal, mi manera de huir
Que no puedo parar

No he olvidado el olor de la que me follé
En el baño de un garito, borracho en Berlín
Escuchando un techno que me hacía empujarla como un animal
Música del infierno que sonará el día de mi funeral
Aún me acuerdo de ti

Demasiadas mujeres
Demasiadas mujeres
Demasiadas mujeres
Demasiadas mujeres

Demasiadas mujeres
Demasiadas mujeres
Demasiadas mujeres
Demasiadas mujeres

Un WhatsApp sin abrir
Hablando de cosas que no dicen nada para ver si aún estás
Borracho en Miami, volando para L.A. o de vuelta en Madrid
Cuéntame cosas que no me hagan daño, cuándo volverás
Qué hora es por allí

No me puedo olvidar de la que me dijo
Que siempre para siempre estaría pa' mí
De la que decía que solo una noche y después no hubo más
De la que se fue con mis gana' de amar, mis gana' de vivir
No la' he vuelto a encontrar

Demasiadas mujeres
Demasiadas mujeres
Demasiadas mujeres
Demasiadas mujeres

Demasiadas mujeres
Demasiadas mujeres
Demasiadas mujeres
Demasiadas mujeres",Flamenco,es
"Ey, eh, I love you
'Tá bajito, eh
Uh-uh, Morad
Uh-uh-ah

Todo' nacemo' para morir
Pero mientras viva, quiero estar bien, eh
Y yo que muero por ti, pero dime que sabe él
No quiero ruina, pero si se va, te juro que voy a por ti
Si me entero que él te hace llorar, no lo voy a permitir

Tranquilo, en la mía, gastándomelo
Ahora me están escuchando hasta en Chile
Uy, vamo' pa'rriba como lo' misile'
No' escapamo' en un Lambo como lo' dealer

Manos arriba, esto es un atraco
Tе quitan del medio si tú erе' un sapo
Me llevo a tu jamba sin ser el guapo
Esto pa' la' bitchie', también pa' los capo'

Pero también me caí, eh
Tirando pa'lante, joseando sin miedo a morir
No llevo chaleco porque la mama ora por mí
Dime si me paso a por ti, a por ti

Espera, espera, para, para, para un momento
Cámbiame el flow que esto ya lo he partí'o
Díselo tú, Morad

Dicen que se fue con otro, no sé
Y no lo pensé, se fue to' vola'o
Se escuchan rumores que tú tienes otro al la'o
Pero él no te mira como en el tiempo te he mira'o

Se escucha por ahí que tú estás con un capo
Y yo no soy sapo, si quiere' lo tapo
Vámono' a un lugar lejano y me escapo
Pasamo' un buen rato, no solo un relato

Yo te iba a buscar tranquilo en la moto
Así no hacen foto' ni mucho alboroto

Tú e-, tú e-, tú ere' mala, pero a rato'
Ese nunca ha sido de malo
Si ese e' malo, pues yo lo mato

No me mido, no me igualo
No lo cojo si es un atasco
No lo cojo si es un atasco
Jugando como poli' y caco'
Me tiene fundí'o el casco

¿Qué tú quiere'?
Dime en el tiempo que tú quiere'
Si no te llamo, tú te muere'
Y si te llamo, tú te altera' (dice')

¿Qué tú quiere'?
Dime en el tiempo que tú quiere'
Si no te llamo, tú te muere'
Y si te llamo, tú te altera', ah

Dicen que se fue con otro, no sé
Y no lo pensé, se fue to' vola'o
Se escuchan rumores que tú tienes otro al la'o
Pero él no te mira como en el tiempo te he mira'o",Flamenco,es
"Una vez soñé lo que el futuro me deparaba
Había un patio andaluz, mi niño toca la guitarra
El otro se echaba un cante, mi mujer y mi niña bailaban
Al compás de bulerías mientras le toco las palmas

Los sueños, sueños son y el destino decidirá
Lo que el futuro me espera y si mis sueños se cumplirán
Y a Dios le estoy pidiendo que se haga realidad
Pues me paso el día durmiendo para encontrar la felicidad

Poder besarla, cada mañana
Mirar para el lado y verla tumbada en mi cama
Será mi noche, será mi día
Mi estrella blanca

Y una casita en el barrio de santa cruz, un ventanal y un pequeño patio andaluz
Enredaderas que suben por la escalera, por una reja se ve el sol y entra la luz
Y cuando llega la noche a mi ventana, cojo jazmín y huele la flor de mi dama
En mi vieja mecedora quedó dormido, y al despertar del sueño todo se había ido

Ya encontré
La que será mi futura esposa, la madre de mis tres hijos
Sevillana, guapa y hermosa, al bailar parece que vuela
Sus pies son de oro puro, cásate conmigo flamenca
Que amor eterno yo a ti te juro

Poder besarla, cada mañana
Mirar para el lado y verla tumbada en mi cama
Será mi noche, será mi día
Mi estrella blanca

Y una casita en el barrio de santa cruz, un ventanal y un pequeño patio andaluz
Enredaderas que suben por la escalera, por una reja se ve el sol y entra la luz
Y cuando llega la noche a mi ventana, cojo jazmín y huele la flor de mi dama
En mi vieja mecedora quedó dormido, y al despertar del sueño todo se había ido

Y una casita en el barrio de santa cruz, un ventanal y un pequeño patio andaluz
Enredaderas que suben por la escalera, por una reja se ve el sol y entra la luz
Y cuando llega la noche a mi ventana, cojo jazmín y huele la flor de mi dama
En mi vieja mecedora quedó dormido, y al despertar del sueño todo se había ido

Poder besarla, cada mañana
Mirar para el lado y verla tumbada en mi cama
Será mi noche, será mi día
Mi estrella blanca",Flamenco,es
"Maravilla de un Sol que se oculta
Maravilla de un alba que vi
Maravilla que en mi alma resulta hoy
Cuando pienso que Dios me ama a mí

Maravilloso es, maravilloso sí
Cuando pienso que Dios me ama a mí
Maravilloso es, maravilloso sí
Cuando pienso que Dios me ama a mí

Maravilla la Luna y el Sol
Maravilla que en mi alma resulta hoy
Al pensar que me amara mi Dios",Flamenco,es
"Que yo quiero ser el aire
Que desnuda tus mañanas
Y morir en cada beso
De esos que nos despeinaban
Y vestirme de barrera
Por si acaso tú te escapas
Ahora sé que soy feliz
Y ahora sé que estás aquí sujetándome de cerca

Te propongo cuatro planes para averiguar
Nuestra historia que está por venir
Te propongo cuatro planes para averiguar
Que tú eres la letra de mi melodía
Que siento que puedo si estas cerca mía
Es que quiero quedarme y no tener que inventarte
Seguir respirandome, llenándome de ti
Que tú eres la letra de mi melodía
Que no nos despierten con la luz del día
Es que quiero quedarme para no imaginarte
Respirar y vivir a un milímetro de ti
A un milímetro de ti

Porque ya lo dijo alguien
No es como empieza, es como acaba
Yo camino con mis dedos
Por el mapa de tu espalda

Te propongo cuatro planes para averiguar
Nuestra historia que está por venir
Te propongo cuatro planes para averiguar
Que tú eres la letra de mi melodía
Que siento que puedo si estas cerca mía
Es que quiero quedarme y no tener que inventarte
Seguir respirandome, llenándome de ti
Que tú eres la letra de mi melodía
Que no nos despierten con la luz del día
Es que quiero quedarme para no imaginarte
Respirar y vivir a un centímetro de ti

A un milímetro de ti
A un milímetro de ti
A un milímetro de ti
Que quiero quedarme con tu melodía
Que no nos despierten con la luz del día
Que quiero quedarme para no imaginarte
Respirar y vivir a un centímetro de ti
A un milímetro de ti
De ti y de mi
Y respirarte, respirar, respirarte
A un milímetro de ti",Flamenco,es
"Tiene un cañón de alegría disparando en los ojos
Y todo aquel que la mira se llena de amor
Es el ángel de la guarda para los demonios
Le juro que no le exagero, todo es corazón

Tiene la vida, más vida si la tienes cerca
Es el paraguas, no te baila el agua sin más
Tiene la risa que alivia todos los problemas
Es esa palabra que escucha en cada suspirar

Es una vela encendida porque si hay un día en la oscuridad
Vierte un ratito la herida, por eso es mi amiga para bien y mal

Qué bonito es saber que siempre estás ahí
Quiero que sepas que voy a cuidar de ti
Y qué bonito es querer y poder confiar
Afortunado yo por tener tu amistad

Es la orillita del agua vencida que rompe
Cuando se pone valiente, no sabe frenar
No tiene miedo a la gente, lucha en el desorden
Que la justicia gana ya por la libertad

Es una vela encendida porque si hay un día en la oscuridad
Vierte un ratito en la herida por eso es mi amiga para bien y mal

Qué bonito es saber que siempre estás ahí
Quiero que sepas que voy a cuidar de ti
Y qué bonito es querer y poder confiar
Afortunado yo por tener tu amistad

Ella no supo qué hacer cuando la derrotaron
Ella aprendió de las lágrimas, harta de llorar
Por ello tiene ese brillo y el grito de un faro
Es el paso pa'l caminito perdido encontrar

Qué bonito es saber que siempre estás ahí
Quiero que sepas que voy a cuidar de ti
Y qué bonito es querer y poder confiar
Afortunado yo por tener tu amistad

Qué bonito es saber que siempre estás ahí
Quiero que sepas que voy a cuidar de ti
Y qué bonito es querer y poder confiar
Afortunado yo por tener tu amistad

Qué bonito es saber que siempre estás ahí
Quiero que sepas que voy a cuidar de ti
Y qué bonito es querer y poder confiar
Afortunado yo por tener tu amistad",Flamenco,es
"Hoy me he estado imaginando
¿Cómo sería? ¿Qué pasaría?
Si estuvieses a mi lado
Cuanto te querría, sé que duraría
Porque tengo tanto, tanto pa' darte, pa' entregarte

Y qué hacer para verte
Pa' tener tu carita, tus ojos de niña
Y solo quererte
Para sentir tu cuerpo y dejarlo
Por siempre grabado en mi mente
Tú la fruta prohibida
Y yo la serpiente que quiere morderte

Y qué hacer para verte
Pa' tener tu carita, tus ojos de niña
Y solo quererte
Para sentir tu cuerpo y dejarlo
Por siempre grabado en mi mente
Hoy mis ojos de nuevo sienten el deseo
De volver a verte

Pienso y busco la manera
De que te fijes, de que me veas
Pero tus pasitos, niña
No me dejan huella
Parecen que vuelan
Con las alas de un ángel
Prohibido, malherido

Y qué hacer para verte
Pa' tener tu carita, tus ojos de niña
Y solo quererte
Para sentir tu cuerpo y dejarlo
Por siempre grabado en mi mente
Tú la fruta prohibida
Y yo la serpiente que quiere morderte

Y qué hacer para verte
Para tener tu carita, tus ojos de niña
Y solo quererte
Para sentir tu cuerpo y dejarlo
Por siempre grabado en mi mente
Hoy mis ojos de nuevo sienten el deseo
De volver a verte

Y qué hacer para verte
Tenerte
O pa' borrarte de mi mente
Para soñarte y despertarme
A tu lado siempre

Y ya no sé qué hacer
(Ya no sé qué hacer)
Ya no sé qué hacer
(No lo sé, no lo sé)
Ya no sé qué hacer para verte
Para tenerte",Flamenco,es
